Member_number,Date,productId,items,productName,price,Category,TotalPrice,Month,Weekday
1390,2015-03-02,4,1,other vegetables,0.8,Fresh Food,0.8,3,Monday
1870,2015-09-09,38,2,soda,0.8,Beverages,1.6,9,Wednesday
3405,2015-04-03,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,4,Friday
2338,2015-12-08,80,3,salty snack,0.5,Snacks,1.5,12,Tuesday
2051,2015-09-11,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,9,Friday
3504,2015-07-06,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,7,Monday
3405,2015-04-13,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,4,Monday
2512,2015-09-02,24,2,pastry,3.1,Bakery & Sweets,6.2,9,Wednesday
4038,2015-11-06,17,2,bottled water,0.5,Beverages,1.0,11,Friday
1759,2015-09-26,4,1,other vegetables,0.8,Fresh Food,0.8,9,Saturday
1733,2015-03-18,80,2,salty snack,0.5,Snacks,1.0,3,Wednesday
1913,2015-08-18,45,2,curd,9.8,Dairy,19.6,8,Tuesday
4864,2015-03-27,1,1,tropical fruit,7.8,Fresh Food,7.8,3,Friday
4812,2015-05-27,45,3,curd,9.8,Dairy,29.400000000000002,5,Wednesday
3042,2015-10-05,64,3,UHT-milk,2.1,Dairy,6.300000000000001,10,Monday
4988,2015-10-04,15,2,specialty bar,5.2,Bakery & Sweets,10.4,10,Sunday
4486,2015-07-21,23,2,pork,7.2,Fresh Food,14.4,7,Tuesday
4069,2015-05-03,24,2,pastry,3.1,Bakery & Sweets,6.2,5,Sunday
4600,2015-07-14,2,1,whole milk,1.8,Dairy,1.8,7,Tuesday
3588,2015-05-05,146,2,ketchup,1.25,Pantry Staples,2.5,5,Tuesday
4175,2015-01-29,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,1,Thursday
2599,2015-07-30,93,2,nuts/prunes,6.2,Fresh Food,12.4,7,Thursday
4671,2015-07-15,22,2,root vegetables,1.8,Fresh Food,3.6,7,Wednesday
2270,2015-06-09,142,3,seasonal products,5.4,Specialty & Seasonal,16.200000000000003,6,Tuesday
2494,2015-05-05,128,2,soft cheese,7.2,Dairy,14.4,5,Tuesday
1406,2015-12-28,50,1,bottled beer,1.8,Beverages,1.8,12,Monday
3910,2015-12-18,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,12,Friday
3358,2015-02-21,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2,Saturday
1943,2015-01-14,151,3,cocoa drinks,2.1,Beverages,6.300000000000001,1,Wednesday
1995,2015-06-12,22,1,root vegetables,1.8,Fresh Food,1.8,6,Friday
4666,2015-02-24,70,3,margarine,3.5,Pantry Staples,10.5,2,Tuesday
4892,2015-01-09,23,1,pork,7.2,Fresh Food,7.2,1,Friday
3531,2015-08-29,77,2,dish cleaner,2.5,Household & Hygiene,5.0,8,Saturday
1148,2015-04-15,2,3,whole milk,1.8,Dairy,5.4,4,Wednesday
1787,2015-10-31,14,3,chocolate,11.5,Bakery & Sweets,34.5,10,Saturday
4215,2015-05-31,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,5,Sunday
2158,2015-08-01,2,1,whole milk,1.8,Dairy,1.8,8,Saturday
2510,2015-09-29,2,1,whole milk,1.8,Dairy,1.8,9,Tuesday
3180,2015-10-19,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,10,Monday
3207,2015-08-08,33,1,frozen potato products,3.0,Frozen & Processed Food,3.0,8,Saturday
1226,2015-11-12,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,11,Thursday
1682,2015-06-25,74,3,whipped/sour cream,5.5,Dairy,16.5,6,Thursday
1509,2015-11-04,64,1,UHT-milk,2.1,Dairy,2.1,11,Wednesday
2364,2015-06-21,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,6,Sunday
4679,2015-11-10,3,1,pip fruit,3.0,Fresh Food,3.0,11,Tuesday
4324,2015-01-05,24,2,pastry,3.1,Bakery & Sweets,6.2,1,Monday
3497,2015-06-14,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,6,Sunday
1008,2015-07-21,18,1,yogurt,2.2,Dairy,2.2,7,Tuesday
4572,2015-10-29,24,2,pastry,3.1,Bakery & Sweets,6.2,10,Thursday
4030,2015-07-04,1,1,tropical fruit,7.8,Fresh Food,7.8,7,Saturday
2422,2015-08-12,1,3,tropical fruit,7.8,Fresh Food,23.4,8,Wednesday
2694,2015-11-24,29,2,ham,15.2,Fresh Food,30.4,11,Tuesday
3481,2015-08-03,22,3,root vegetables,1.8,Fresh Food,5.4,8,Monday
3821,2015-01-03,24,1,pastry,3.1,Bakery & Sweets,3.1,1,Saturday
3752,2015-08-20,19,1,sausage,3.1,Fresh Food,3.1,8,Thursday
3262,2015-12-08,50,1,bottled beer,1.8,Beverages,1.8,12,Tuesday
1370,2015-06-28,83,2,white bread,0.3,Bakery & Sweets,0.6,6,Sunday
1090,2015-08-31,53,2,specialty chocolate,18.8,Bakery & Sweets,37.6,8,Monday
3862,2015-11-18,52,2,dog food,12.6,Pet Care,25.2,11,Wednesday
4495,2015-04-08,43,2,sparkling wine,12.5,Beverages,25.0,4,Wednesday
2492,2015-11-01,4,1,other vegetables,0.8,Fresh Food,0.8,11,Sunday
4688,2015-08-01,54,1,condensed milk,3.5,Dairy,3.5,8,Saturday
3633,2015-07-14,27,1,coffee,8.5,Beverages,8.5,7,Tuesday
3709,2015-08-08,115,2,waffles,2.5,Bakery & Sweets,5.0,8,Saturday
1220,2015-02-09,114,2,napkins,21.8,Household & Hygiene,43.6,2,Monday
4236,2015-11-25,25,1,canned beer,1.1,Beverages,1.1,11,Wednesday
3308,2015-08-19,2,1,whole milk,1.8,Dairy,1.8,8,Wednesday
1183,2015-06-12,51,2,dessert,1.15,Bakery & Sweets,2.3,6,Friday
1999,2015-08-24,58,3,ice cream,1.8,Frozen & Processed Food,5.4,8,Monday
4828,2015-10-11,25,1,canned beer,1.1,Beverages,1.1,10,Sunday
3608,2015-10-12,106,1,prosecco,20.1,Beverages,20.1,10,Monday
3983,2015-09-09,26,1,berries,10.8,Fresh Food,10.8,9,Wednesday
3460,2015-07-24,22,2,root vegetables,1.8,Fresh Food,3.6,7,Friday
1703,2015-02-21,1,1,tropical fruit,7.8,Fresh Food,7.8,2,Saturday
3002,2015-08-13,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,8,Thursday
4836,2015-08-17,29,1,ham,15.2,Fresh Food,15.2,8,Monday
1561,2015-06-05,2,1,whole milk,1.8,Dairy,1.8,6,Friday
4731,2015-04-04,18,1,yogurt,2.2,Dairy,2.2,4,Saturday
3812,2015-11-13,57,3,meat,8.5,Fresh Food,25.5,11,Friday
2097,2015-10-01,18,3,yogurt,2.2,Dairy,6.6000000000000005,10,Thursday
4986,2015-01-28,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,1,Wednesday
4742,2015-11-15,7,1,citrus fruit,1.5,Fresh Food,1.5,11,Sunday
2502,2015-04-15,72,1,salt,0.7,Pantry Staples,0.7,4,Wednesday
1135,2015-07-10,71,1,shopping bags,5.12,Household & Hygiene,5.12,7,Friday
2403,2015-02-14,14,2,chocolate,11.5,Bakery & Sweets,23.0,2,Saturday
4234,2015-07-17,69,2,domestic eggs,1.25,Fresh Food,2.5,7,Friday
4068,2015-12-11,3,2,pip fruit,3.0,Fresh Food,6.0,12,Friday
2311,2015-06-30,73,3,oil,3.4,Pantry Staples,10.2,6,Tuesday
1353,2015-01-21,16,1,butter milk,6.1,Dairy,6.1,1,Wednesday
3251,2015-07-05,11,2,butter,3.2,Dairy,6.4,7,Sunday
1748,2015-03-08,131,1,roll products,8.6,Specialty & Seasonal,8.6,3,Sunday
1638,2015-03-12,59,1,hard cheese,4.5,Dairy,4.5,3,Thursday
2170,2015-02-10,7,3,citrus fruit,1.5,Fresh Food,4.5,2,Tuesday
3903,2015-02-06,96,3,hygiene articles,7.5,Household & Hygiene,22.5,2,Friday
1245,2015-06-27,38,2,soda,0.8,Beverages,1.6,6,Saturday
3237,2015-06-28,16,2,butter milk,6.1,Dairy,12.2,6,Sunday
1808,2015-07-21,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,7,Tuesday
2552,2015-01-05,1,3,tropical fruit,7.8,Fresh Food,23.4,1,Monday
2300,2015-09-19,4,1,other vegetables,0.8,Fresh Food,0.8,9,Saturday
1187,2015-12-12,66,1,onions,1.3,Fresh Food,1.3,12,Saturday
3037,2015-02-01,4,2,other vegetables,0.8,Fresh Food,1.6,2,Sunday
4941,2015-02-14,7,2,citrus fruit,1.5,Fresh Food,3.0,2,Saturday
4501,2015-05-08,17,3,bottled water,0.5,Beverages,1.5,5,Friday
3803,2015-12-23,7,2,citrus fruit,1.5,Fresh Food,3.0,12,Wednesday
2762,2015-03-20,15,1,specialty bar,5.2,Bakery & Sweets,5.2,3,Friday
4119,2015-02-12,7,3,citrus fruit,1.5,Fresh Food,4.5,2,Thursday
1340,2015-02-24,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2,Tuesday
2193,2015-04-14,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,4,Tuesday
1997,2015-07-21,25,3,canned beer,1.1,Beverages,3.3000000000000003,7,Tuesday
4546,2015-09-03,115,1,waffles,2.5,Bakery & Sweets,2.5,9,Thursday
4736,2015-07-21,38,2,soda,0.8,Beverages,1.6,7,Tuesday
1959,2015-03-30,128,2,soft cheese,7.2,Dairy,14.4,3,Monday
1974,2015-05-03,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,5,Sunday
2421,2015-09-02,18,2,yogurt,2.2,Dairy,4.4,9,Wednesday
1513,2015-08-03,114,1,napkins,21.8,Household & Hygiene,21.8,8,Monday
1905,2015-07-07,142,3,seasonal products,5.4,Specialty & Seasonal,16.200000000000003,7,Tuesday
2810,2015-09-08,45,1,curd,9.8,Dairy,9.8,9,Tuesday
2867,2015-11-12,10,2,chicken,7.2,Fresh Food,14.4,11,Thursday
3962,2015-09-18,27,2,coffee,8.5,Beverages,17.0,9,Friday
1088,2015-11-30,4,1,other vegetables,0.8,Fresh Food,0.8,11,Monday
4976,2015-07-17,1,3,tropical fruit,7.8,Fresh Food,23.4,7,Friday
4056,2015-06-12,61,1,liquor,8.5,Beverages,8.5,6,Friday
3611,2015-02-13,69,1,domestic eggs,1.25,Fresh Food,1.25,2,Friday
1420,2015-01-14,145,1,syrup,4.3,Beverages,4.3,1,Wednesday
4286,2015-03-08,89,3,spread cheese,2.5,Dairy,7.5,3,Sunday
4918,2015-01-27,12,1,fruit/vegetable juice,2.1,Beverages,2.1,1,Tuesday
4783,2015-10-22,50,1,bottled beer,1.8,Beverages,1.8,10,Thursday
3709,2015-10-26,4,2,other vegetables,0.8,Fresh Food,1.6,10,Monday
4289,2015-10-08,4,1,other vegetables,0.8,Fresh Food,0.8,10,Thursday
1559,2015-10-03,114,2,napkins,21.8,Household & Hygiene,43.6,10,Saturday
2900,2015-04-11,136,2,dishes,6.8,Specialty & Seasonal,13.6,4,Saturday
1905,2015-02-21,19,2,sausage,3.1,Fresh Food,6.2,2,Saturday
3527,2015-09-29,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,9,Tuesday
1495,2015-01-09,15,2,specialty bar,5.2,Bakery & Sweets,10.4,1,Friday
3558,2015-04-03,32,1,red/blush wine,12.2,Beverages,12.2,4,Friday
3128,2015-04-20,15,1,specialty bar,5.2,Bakery & Sweets,5.2,4,Monday
1863,2015-08-04,60,2,cream cheese,6.3,Dairy,12.6,8,Tuesday
3841,2015-07-19,2,2,whole milk,1.8,Dairy,3.6,7,Sunday
3903,2015-10-06,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,10,Tuesday
2658,2015-10-16,18,2,yogurt,2.2,Dairy,4.4,10,Friday
4272,2015-06-06,40,3,grapes,9.4,Fresh Food,28.200000000000003,6,Saturday
1120,2015-09-26,159,2,rice,11.1,Pantry Staples,22.2,9,Saturday
2676,2015-08-15,74,3,whipped/sour cream,5.5,Dairy,16.5,8,Saturday
1697,2015-05-21,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,5,Thursday
2507,2015-08-25,38,3,soda,0.8,Beverages,2.4000000000000004,8,Tuesday
4620,2015-03-11,4,2,other vegetables,0.8,Fresh Food,1.6,3,Wednesday
3365,2015-02-01,2,3,whole milk,1.8,Dairy,5.4,2,Sunday
2978,2015-06-05,54,3,condensed milk,3.5,Dairy,10.5,6,Friday
2910,2015-07-28,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,7,Tuesday
1061,2015-09-05,22,3,root vegetables,1.8,Fresh Food,5.4,9,Saturday
3276,2015-04-03,19,2,sausage,3.1,Fresh Food,6.2,4,Friday
1326,2015-06-19,29,1,ham,15.2,Fresh Food,15.2,6,Friday
3023,2015-07-28,50,3,bottled beer,1.8,Beverages,5.4,7,Tuesday
2185,2015-10-11,25,2,canned beer,1.1,Beverages,2.2,10,Sunday
3552,2015-06-16,1,1,tropical fruit,7.8,Fresh Food,7.8,6,Tuesday
1967,2015-01-20,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,1,Tuesday
4708,2015-03-20,11,3,butter,3.2,Dairy,9.600000000000001,3,Friday
2874,2015-02-15,66,2,onions,1.3,Fresh Food,2.6,2,Sunday
4177,2015-04-13,40,1,grapes,9.4,Fresh Food,9.4,4,Monday
1663,2015-02-07,11,2,butter,3.2,Dairy,6.4,2,Saturday
2632,2015-03-02,22,3,root vegetables,1.8,Fresh Food,5.4,3,Monday
1377,2015-03-14,37,3,herbs,6.5,Fresh Food,19.5,3,Saturday
4162,2015-12-22,18,3,yogurt,2.2,Dairy,6.6000000000000005,12,Tuesday
2270,2015-07-01,28,3,misc. beverages,1.2,Beverages,3.5999999999999996,7,Wednesday
4829,2015-11-03,3,1,pip fruit,3.0,Fresh Food,3.0,11,Tuesday
3811,2015-04-14,38,1,soda,0.8,Beverages,0.8,4,Tuesday
4766,2015-09-29,50,2,bottled beer,1.8,Beverages,3.6,9,Tuesday
2436,2015-04-12,4,2,other vegetables,0.8,Fresh Food,1.6,4,Sunday
3860,2015-05-05,50,2,bottled beer,1.8,Beverages,3.6,5,Tuesday
4875,2015-05-12,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,5,Tuesday
1587,2015-07-01,18,2,yogurt,2.2,Dairy,4.4,7,Wednesday
4038,2015-07-08,80,1,salty snack,0.5,Snacks,0.5,7,Wednesday
4750,2015-09-21,11,2,butter,3.2,Dairy,6.4,9,Monday
1199,2015-12-10,34,2,flour,2.1,Pantry Staples,4.2,12,Thursday
1603,2015-09-30,74,1,whipped/sour cream,5.5,Dairy,5.5,9,Wednesday
3111,2015-01-31,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,1,Saturday
3894,2015-12-13,60,3,cream cheese,6.3,Dairy,18.9,12,Sunday
1456,2015-09-18,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,9,Friday
2022,2015-03-04,35,1,sugar,1.2,Bakery & Sweets,1.2,3,Wednesday
2505,2015-11-30,41,2,processed cheese,6.4,Dairy,12.8,11,Monday
4851,2015-12-20,3,1,pip fruit,3.0,Fresh Food,3.0,12,Sunday
4293,2015-08-04,17,3,bottled water,0.5,Beverages,1.5,8,Tuesday
2775,2015-11-06,2,2,whole milk,1.8,Dairy,3.6,11,Friday
3693,2015-02-18,8,3,beef,19.5,Fresh Food,58.5,2,Wednesday
1202,2015-07-22,22,1,root vegetables,1.8,Fresh Food,1.8,7,Wednesday
3699,2015-08-23,8,3,beef,19.5,Fresh Food,58.5,8,Sunday
4152,2015-04-15,2,3,whole milk,1.8,Dairy,5.4,4,Wednesday
4155,2015-01-26,37,1,herbs,6.5,Fresh Food,6.5,1,Monday
4010,2015-12-29,18,1,yogurt,2.2,Dairy,2.2,12,Tuesday
4389,2015-10-20,71,2,shopping bags,5.12,Household & Hygiene,10.24,10,Tuesday
3746,2015-08-17,44,2,newspapers,3.2,Specialty & Seasonal,6.4,8,Monday
2560,2015-05-17,4,2,other vegetables,0.8,Fresh Food,1.6,5,Sunday
1503,2015-07-25,57,1,meat,8.5,Fresh Food,8.5,7,Saturday
2555,2015-12-23,18,3,yogurt,2.2,Dairy,6.6000000000000005,12,Wednesday
3645,2015-12-12,7,3,citrus fruit,1.5,Fresh Food,4.5,12,Saturday
3886,2015-09-11,7,2,citrus fruit,1.5,Fresh Food,3.0,9,Friday
2932,2015-03-20,39,2,detergent,5.5,Household & Hygiene,11.0,3,Friday
1711,2015-06-18,21,1,hamburger meat,12.3,Fresh Food,12.3,6,Thursday
4291,2015-12-08,38,3,soda,0.8,Beverages,2.4000000000000004,12,Tuesday
1143,2015-04-25,2,2,whole milk,1.8,Dairy,3.6,4,Saturday
4564,2015-07-08,2,1,whole milk,1.8,Dairy,1.8,7,Wednesday
3337,2015-05-14,7,2,citrus fruit,1.5,Fresh Food,3.0,5,Thursday
4931,2015-05-04,11,1,butter,3.2,Dairy,3.2,5,Monday
2623,2015-10-10,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,10,Saturday
4581,2015-04-03,38,1,soda,0.8,Beverages,0.8,4,Friday
2635,2015-06-11,1,2,tropical fruit,7.8,Fresh Food,15.6,6,Thursday
1095,2015-10-30,23,2,pork,7.2,Fresh Food,14.4,10,Friday
2990,2015-05-23,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,5,Saturday
2426,2015-06-05,60,3,cream cheese,6.3,Dairy,18.9,6,Friday
4555,2015-11-07,18,2,yogurt,2.2,Dairy,4.4,11,Saturday
3635,2015-09-04,18,2,yogurt,2.2,Dairy,4.4,9,Friday
3058,2015-05-18,11,2,butter,3.2,Dairy,6.4,5,Monday
4391,2015-03-26,38,3,soda,0.8,Beverages,2.4000000000000004,3,Thursday
1306,2015-06-23,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,6,Tuesday
1024,2015-08-10,1,3,tropical fruit,7.8,Fresh Food,23.4,8,Monday
1295,2015-07-23,41,2,processed cheese,6.4,Dairy,12.8,7,Thursday
1661,2015-06-01,76,1,sliced cheese,4.2,Dairy,4.2,6,Monday
4591,2015-05-15,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,5,Friday
3169,2015-06-14,64,2,UHT-milk,2.1,Dairy,4.2,6,Sunday
3915,2015-05-21,4,1,other vegetables,0.8,Fresh Food,0.8,5,Thursday
1127,2015-01-14,71,3,shopping bags,5.12,Household & Hygiene,15.36,1,Wednesday
4828,2015-08-08,51,1,dessert,1.15,Bakery & Sweets,1.15,8,Saturday
3683,2015-06-10,22,1,root vegetables,1.8,Fresh Food,1.8,6,Wednesday
1971,2015-09-18,17,3,bottled water,0.5,Beverages,1.5,9,Friday
3014,2015-11-11,17,1,bottled water,0.5,Beverages,0.5,11,Wednesday
3779,2015-09-15,1,1,tropical fruit,7.8,Fresh Food,7.8,9,Tuesday
2489,2015-05-04,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,5,Monday
3564,2015-06-27,66,3,onions,1.3,Fresh Food,3.9000000000000004,6,Saturday
4092,2015-09-30,1,3,tropical fruit,7.8,Fresh Food,23.4,9,Wednesday
3221,2015-01-13,21,2,hamburger meat,12.3,Fresh Food,24.6,1,Tuesday
1279,2015-09-06,19,2,sausage,3.1,Fresh Food,6.2,9,Sunday
2581,2015-08-22,7,1,citrus fruit,1.5,Fresh Food,1.5,8,Saturday
2295,2015-02-25,24,1,pastry,3.1,Bakery & Sweets,3.1,2,Wednesday
4760,2015-02-22,2,1,whole milk,1.8,Dairy,1.8,2,Sunday
3649,2015-01-16,50,2,bottled beer,1.8,Beverages,3.6,1,Friday
1075,2015-11-19,17,3,bottled water,0.5,Beverages,1.5,11,Thursday
3987,2015-08-19,22,1,root vegetables,1.8,Fresh Food,1.8,8,Wednesday
4106,2015-08-25,4,2,other vegetables,0.8,Fresh Food,1.6,8,Tuesday
4338,2015-06-24,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,6,Wednesday
4166,2015-11-06,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,11,Friday
1211,2015-03-10,15,1,specialty bar,5.2,Bakery & Sweets,5.2,3,Tuesday
3954,2015-01-21,95,2,frozen fish,5.8,Frozen & Processed Food,11.6,1,Wednesday
3928,2015-07-18,29,2,ham,15.2,Fresh Food,30.4,7,Saturday
3827,2015-09-30,70,2,margarine,3.5,Pantry Staples,7.0,9,Wednesday
4699,2015-02-08,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2,Sunday
4747,2015-06-08,1,3,tropical fruit,7.8,Fresh Food,23.4,6,Monday
3028,2015-06-09,8,1,beef,19.5,Fresh Food,19.5,6,Tuesday
2851,2015-03-16,45,3,curd,9.8,Dairy,29.400000000000002,3,Monday
4417,2015-02-25,91,2,frozen dessert,2.8,Frozen & Processed Food,5.6,2,Wednesday
3822,2015-03-07,114,2,napkins,21.8,Household & Hygiene,43.6,3,Saturday
2288,2015-05-31,71,1,shopping bags,5.12,Household & Hygiene,5.12,5,Sunday
2184,2015-06-30,70,1,margarine,3.5,Pantry Staples,3.5,6,Tuesday
4554,2015-08-27,22,3,root vegetables,1.8,Fresh Food,5.4,8,Thursday
3361,2015-03-05,24,3,pastry,3.1,Bakery & Sweets,9.3,3,Thursday
2999,2015-04-17,25,1,canned beer,1.1,Beverages,1.1,4,Friday
2614,2015-06-25,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,6,Thursday
4064,2015-06-05,21,2,hamburger meat,12.3,Fresh Food,24.6,6,Friday
3567,2015-10-04,18,2,yogurt,2.2,Dairy,4.4,10,Sunday
2587,2015-05-07,1,1,tropical fruit,7.8,Fresh Food,7.8,5,Thursday
3783,2015-06-17,60,3,cream cheese,6.3,Dairy,18.9,6,Wednesday
1923,2015-02-14,2,2,whole milk,1.8,Dairy,3.6,2,Saturday
4835,2015-02-19,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,2,Thursday
1514,2015-08-24,46,3,pasta,3.1,Pantry Staples,9.3,8,Monday
3154,2015-06-22,3,2,pip fruit,3.0,Fresh Food,6.0,6,Monday
1313,2015-12-25,74,3,whipped/sour cream,5.5,Dairy,16.5,12,Friday
2794,2015-07-18,2,3,whole milk,1.8,Dairy,5.4,7,Saturday
2359,2015-04-09,14,3,chocolate,11.5,Bakery & Sweets,34.5,4,Thursday
2238,2015-03-09,28,1,misc. beverages,1.2,Beverages,1.2,3,Monday
3795,2015-01-17,18,2,yogurt,2.2,Dairy,4.4,1,Saturday
3724,2015-11-26,19,1,sausage,3.1,Fresh Food,3.1,11,Thursday
1152,2015-03-05,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,3,Thursday
4559,2015-03-16,59,2,hard cheese,4.5,Dairy,9.0,3,Monday
3922,2015-02-27,14,1,chocolate,11.5,Bakery & Sweets,11.5,2,Friday
1709,2015-04-22,22,1,root vegetables,1.8,Fresh Food,1.8,4,Wednesday
2219,2015-04-17,49,2,beverages,1.1,Beverages,2.2,4,Friday
2206,2015-10-17,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,10,Saturday
1752,2015-04-06,60,2,cream cheese,6.3,Dairy,12.6,4,Monday
3942,2015-11-10,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,11,Tuesday
3296,2015-08-17,108,2,zwieback,12.3,Snacks,24.6,8,Monday
2257,2015-02-05,2,1,whole milk,1.8,Dairy,1.8,2,Thursday
4313,2015-07-28,71,1,shopping bags,5.12,Household & Hygiene,5.12,7,Tuesday
2001,2015-08-21,134,1,cereals,4.5,Snacks,4.5,8,Friday
2449,2015-07-08,14,2,chocolate,11.5,Bakery & Sweets,23.0,7,Wednesday
4914,2015-04-12,8,2,beef,19.5,Fresh Food,39.0,4,Sunday
2764,2015-07-24,45,3,curd,9.8,Dairy,29.400000000000002,7,Friday
4187,2015-05-09,23,3,pork,7.2,Fresh Food,21.6,5,Saturday
1392,2015-04-20,60,1,cream cheese,6.3,Dairy,6.3,4,Monday
3427,2015-04-28,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,4,Tuesday
1411,2015-02-20,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,2,Friday
3390,2015-11-14,26,1,berries,10.8,Fresh Food,10.8,11,Saturday
4787,2015-08-01,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,8,Saturday
3310,2015-01-17,18,3,yogurt,2.2,Dairy,6.6000000000000005,1,Saturday
1782,2015-10-10,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,10,Saturday
3375,2015-04-26,52,1,dog food,12.6,Pet Care,12.6,4,Sunday
2760,2015-01-07,42,1,fish,10.2,Fresh Food,10.2,1,Wednesday
4249,2015-09-13,26,3,berries,10.8,Fresh Food,32.400000000000006,9,Sunday
2904,2015-06-06,1,1,tropical fruit,7.8,Fresh Food,7.8,6,Saturday
4090,2015-02-26,60,1,cream cheese,6.3,Dairy,6.3,2,Thursday
3060,2015-07-05,2,1,whole milk,1.8,Dairy,1.8,7,Sunday
3768,2015-10-07,1,3,tropical fruit,7.8,Fresh Food,23.4,10,Wednesday
1232,2015-01-21,50,3,bottled beer,1.8,Beverages,5.4,1,Wednesday
1360,2015-10-23,1,3,tropical fruit,7.8,Fresh Food,23.4,10,Friday
1107,2015-10-01,28,1,misc. beverages,1.2,Beverages,1.2,10,Thursday
2865,2015-11-04,38,2,soda,0.8,Beverages,1.6,11,Wednesday
2958,2015-06-14,21,1,hamburger meat,12.3,Fresh Food,12.3,6,Sunday
2448,2015-07-12,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,7,Sunday
1222,2015-09-24,66,2,onions,1.3,Fresh Food,2.6,9,Thursday
2943,2015-06-20,151,2,cocoa drinks,2.1,Beverages,4.2,6,Saturday
2270,2015-08-11,96,3,hygiene articles,7.5,Household & Hygiene,22.5,8,Tuesday
3812,2015-07-21,19,2,sausage,3.1,Fresh Food,6.2,7,Tuesday
1482,2015-11-22,101,2,canned fish,2.1,Frozen & Processed Food,4.2,11,Sunday
4720,2015-02-22,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2,Sunday
2397,2015-10-04,71,2,shopping bags,5.12,Household & Hygiene,10.24,10,Sunday
4182,2015-05-12,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,5,Tuesday
4487,2015-07-10,160,2,tea,8.7,Beverages,17.4,7,Friday
3467,2015-12-24,19,2,sausage,3.1,Fresh Food,6.2,12,Thursday
2443,2015-11-15,38,2,soda,0.8,Beverages,1.6,11,Sunday
2749,2015-01-27,66,2,onions,1.3,Fresh Food,2.6,1,Tuesday
4389,2015-04-13,2,3,whole milk,1.8,Dairy,5.4,4,Monday
1674,2015-12-04,49,1,beverages,1.1,Beverages,1.1,12,Friday
4262,2015-10-16,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,10,Friday
2082,2015-04-07,4,2,other vegetables,0.8,Fresh Food,1.6,4,Tuesday
4494,2015-01-06,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,1,Tuesday
2460,2015-09-28,40,3,grapes,9.4,Fresh Food,28.200000000000003,9,Monday
4509,2015-11-29,16,2,butter milk,6.1,Dairy,12.2,11,Sunday
2267,2015-07-03,73,1,oil,3.4,Pantry Staples,3.4,7,Friday
4891,2015-09-05,45,2,curd,9.8,Dairy,19.6,9,Saturday
3962,2015-09-20,116,3,sauces,2.45,Pantry Staples,7.3500000000000005,9,Sunday
4964,2015-07-18,18,3,yogurt,2.2,Dairy,6.6000000000000005,7,Saturday
2914,2015-11-30,17,1,bottled water,0.5,Beverages,0.5,11,Monday
2808,2015-05-05,25,3,canned beer,1.1,Beverages,3.3000000000000003,5,Tuesday
